token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
forceful,[0.3841212950646877],[0.2530997930454464],1.0,,0.0
forest,[-0.1156433703145012],[-0.0805578038944566],1.0,,0.0
forgiving,[0.2120140790939331],[0.0902858660900931],1.0,,0.0
form,"[-0.0095347854294232, -0.0675638477696338]","[-0.0062682280887297, -0.0042288390673642]",0.6696249294140786,-1.0,0.8325546111576977
formal,"[-0.0175709067843854, -0.078286626143381]","[0.1248114123762924, -0.0698461110106682]",0.2853861571391227,1.0,0.0
former,[-0.0187895925191696],[-0.0144287060139422],1.0,,0.0
found,"[0.0378003421428729, -0.0308404311072081, -0.0059262920403853, -0.0345607192139141, 0.0655622849008068, 0.0812575440650107, 0.0481097102165222]","[0.0108389497661068, 0.0328160128749014, 0.0013757336722635, -0.0134382620785747, 0.0667853664709174, 0.0074392090277191, 0.1374155695478425]",0.5607106784918244,0.3992854527745912,0.330897316463606
fraudsters,[0.3510806113481521],[0.1696773652015783],1.0,,0.0
free,[-0.0061034883401589],[-0.0088248871655422],1.0,,0.0
french,[-0.0186260298360139],[-0.0128870630180716],1.0,,0.0
fried,[0.0225400067865848],[-0.0411112417129287],-1.0,,0.0
friend,"[-0.0061300309607759, -0.0166424075578106, -0.0427129424060694, -0.0705583752132952, -0.0287676034495234, -0.0878297650488093, -0.0136086793936556, -0.0578913299832493, -0.0343380389967933, -0.0212268633185885, 0.0027505252510309, -0.1080157463438808, -0.0832080719992518, -0.148069256087183, -0.138681344105862, -0.0959350913763046, -0.1152036591665819]","[-0.0422727982925657, -0.0547055037012915, -0.0475278765444428, -0.0630327843005004, -0.0682468112062481, -0.0772565378254877, -0.0307764592537933, 0.0482294535789756, 0.0110455773093683, -0.0218838167643278, 0.0161983607253953, -0.0497372834547452, -0.0296122126248559, -0.0690326609393203, -0.0807902060413843, -0.0081262753257261, -0.1263545158724147]",0.7702749844918962,0.4774955261600125,0.22520757549862372
friendly,[-0.022866919171065],[-0.022597964335067],1.0,,0.0
friends,[-0.0960772715043276],[-0.0271781341035076],1.0,,0.0
frog,[-0.0204153899103403],[-0.0546265908468618],1.0,,0.0
from,"[0.0702298103133216, 0.0130700559820979, -0.0082536107802297, -0.0383303533308208, -0.0620568791491678, 0.0226814051275141, 0.0089602459629531, 0.0200276979885529, 0.0255185961723327, -0.0360467003192752, 0.0175552844302728, 0.0134455839870497, 0.0235925109591335, 0.0516343743074685, 0.0180434560461435, 0.0230621994123794, -0.0905040043871849, 0.0271464439574629, 0.000830108023365, -0.034037445904687, 0.0385350276192184, 0.0065049940021708, -0.0120958815095946, -0.0497304124291986, -0.0246619577519595, -0.011276724981144, -0.0636187868658453, -0.0388403873657807, -0.0035996056394651, -0.0425461137201637, -0.0630342030053725, -0.0440850399027112, 0.0286881511565297, 0.0698327014397364, 0.1147581316436117, 0.1444807193474844, -0.0035242063459008, 0.0050748104113154, 0.0583727207267656, -0.0564632745226845, 0.0370297244517132, -0.0349771536712069, 0.1149391207145527, 0.0746105938451364, -0.010525019140914, -0.0102727569174021, 0.0508720681536942, -0.0618660064646974]","[0.0009751046626762, -0.003036652706743, -0.0045929290720106, -0.0096827662270974, 0.089329126855612, -0.0140360748217094, 0.0418540593728755, 0.0075774257877738, -0.0216408728184799, -0.0409495409175214, 0.0128332532057199, 0.0193423575782185, 0.0784878518263906, 0.0783269582496198, 0.015573650326641, 0.0109873598800135, -0.010504563244471, 0.064095309671609, -0.0315764319025363, -0.0134319668446791, 0.016678509121586, 0.016678509121586, -0.0507156108970083, 0.0254621029300851, 0.0122669577112143, -0.0184194814405213, -0.057466584924899, -0.057466584924899, 0.0081620775291942, -0.0224277728033256, -0.0314487246195133, 0.0141514616791429, -0.0364916445198162, 0.0512638143643887, 0.0634407876626584, 0.088013399982288, 0.0356101388067287, 0.0205596541314551, -0.0112997910726609, 0.0504701870345986, 0.0395758969940763, 0.0163373054906357, 0.0042664315752532, 0.019278868133635, 0.0322350887734562, 0.0354107432180893, 0.0203351099169438, -0.0526224596152989]",0.427545518048808,0.4143059720064469,0.2275430347641718
front,"[0.0141977515886537, -0.0388557139813201]","[-0.0178066357140816, 0.0242808351851798]",-0.9603776028927069,-1.0,0.8325546111576977
frugal,[0.1733894369099289],[-0.0599132773398199],-1.0,,0.0
full,"[-0.0321647650562226, -0.04132329087588, 0.0238433619451825]","[-0.0468686363873485, -0.0228324121066903, 0.0496781899969955]",0.8773948935033198,0.9317384831454643,0.33563811959895307
fun,"[0.0065527469851076, -0.0067472914524842, -0.1255529557965928]","[0.1494719370496398, 0.0203246770229295, -0.0611436700302951]",0.4157009879373297,0.8461868080316223,0.1426221933142129
funky,[-0.0703531722538173],[-0.1995112687819139],1.0,,0.0
furry,[0.0084598683752119],[-6.118381082978408e-05],-1.0,,0.0
galaxy,[-0.0070631559938192],[-0.1267257736283622],1.0,,0.0
galleries,[0.0115288910456001],[0.0170550367333777],1.0,,0.0
game,"[-0.0307140838267514, 0.0101207655388861, 0.0016080014174804, 0.0023669929360039, -0.2770330091007054]","[0.0167370927954132, 0.1809059239987071, -0.045099219211081, 0.1274456464073028, -0.0591272976597773]",0.2745908335020278,0.5917370368576075,0.27575153215798215
gang,[0.4539399312925525],[0.4008155278019396],1.0,,0.0
gangster,[0.057678684592247],[0.1632182212944258],1.0,,0.0
gangsters,[0.6159706354374066],[0.3163480003395941],1.0,,0.0
gardening,[0.0861548613756895],[-0.2307321406310303],-1.0,,0.0
gas,[-0.0186676334997173],[-0.0496523837786359],1.0,,0.0
gathering,[0.0067545397323556],[-0.0045582376181808],-1.0,,0.0
gave,"[0.0602323558414354, 0.0890510664321482, 0.0576377178076654]","[0.0508916291311596, 0.0167970087135984, -0.0193035200441671]",0.4962932645783234,0.09084571768978718,0.3687932883820476
gay,"[0.3501518770353868, 0.2691461250651628]","[0.1958828908947852, 0.2593253008978461]",0.9641587078971687,-1.0,0.09566755963279273
geeky,[0.4963803859427571],[0.3298885916353541],1.0,,0.0
gender,[0.0777598584536463],[0.0373527995605618],1.0,,0.0
genders,[0.0343484523473307],[0.0173516291157824],1.0,,0.0
genera,[-0.076697745884303],[-0.0210320369202819],1.0,,0.0
generally,"[0.0734781285282224, 0.0734781285282224]","[0.0186907107337247, 0.0589607019203468]",0.8877251175561361,,0.19137740285189525
generous,[0.0768135458929464],[0.0256947530650783],1.0,,0.0
genius,[0.121924796141684],[0.0777591808319512],1.0,,0.0
genocide,[0.6160729666007683],[0.5874215997053798],1.0,,0.0
gentleman,"[0.1453527770936489, 0.0960151087492704, 0.0008336480241268, 0.0587557189865037, 0.3345812351908535]","[0.0268164330674688, 0.0257488504581511, -0.0300952608985175, 0.0095701632444016, 0.2342093265310104]",0.933626181002106,0.9724030164641131,0.09539366621750149
gentlemen,"[-0.0173428473062813, 0.0475958769675344]","[-0.0865073726100986, 0.0525210968355488]",0.7802526650800368,1.0,0.0
get,"[-0.0193873971584253, -0.039608627645066, -0.0391415134508861, -0.0096965223783627, 0.013254226083518, -0.0288469161314424, 0.0848887311294674, 0.0337686109705828, 0.0626291505177505, -0.0599319260800257]","[-0.0196206455021607, -0.032682030853577, -0.0329850464086625, 0.0946694732686348, 0.0946694732686348, -0.004005456826855, 0.147524519690355, 0.1725005091285213, 0.0598704196073628, 0.0254627417884088]",0.607750395501082,0.7485678530828862,0.2739908815070572
gets,"[-0.0114991555456072, -0.0448460493935272]","[-0.0051626693756625, -0.0235803534008646]",0.999371085969012,1.0,0.0
getting,[0.0719383937539532],[0.0119615383121877],1.0,,0.0
ghettos,[0.393266562372446],[0.2543690591468576],1.0,,0.0
giant,[0.0065186328720301],[0.0188211808655387],1.0,,0.0
gifted,[-0.0019396816496737],[0.1102825179309145],-1.0,,0.0
gipsys,[-0.0647334462846629],[0.0100394813178391],-1.0,,0.0
girl,"[-0.0304030746920034, 0.0854018343088682, 0.0353426407091319, 0.0210028430446982, 0.1134941896889358, 0.1626263053622096, 0.0844035418122075, 0.0695361532270908, 0.0526520867133513, 0.028774379286915]","[-0.0164965929191728, 0.0344377251513785, 0.1097598911508842, 0.0287081196657417, 0.1232194365242108, 0.1526899829057768, -0.0451613312993305, -0.0857319204638085, 0.0326674282428768, 0.0328856382712107]",0.613717993435697,0.4611636256628501,0.2915796019905368
girlfriend,"[0.0694221414451021, -0.0239503497141413, 0.0426944405262474, 0.0453608413226902, 0.0605032495222985, 0.0198282822966575]","[-0.0141039685803337, 0.0457010007108182, 0.0454881819821375, 0.0089166391002056, -0.0306873072803177, 0.0165020499009372]",-0.1448082713993451,-0.7300259568010941,0.4771549597843567
give,[-0.0212445338838733],[-0.0028920901207441],1.0,,0.0
glasses,[0.0826316913589835],[-0.011064242150816],-1.0,,0.0
gluttonous,[0.107000283896923],[0.0751861885346383],1.0,,0.0
go,"[-0.0652753581525757, -0.0043746955052483, -0.0145301673328503, 0.0277487775310874, -0.000757232948672, 0.0855256016366183, 0.0521385663887485, -0.0151437150780111, -0.022704564849846, 0.0131194950081408, 0.00924010926974, 0.0252907772082835, 0.0170091171748936, 0.0400158597840345, 0.0483893031487241, -0.0061993665221962]","[0.0628687836062959, 0.0101859083183836, -0.0149735295618182, -0.0149735295618182, -0.0162260710069737, 0.046149914422799, 0.1068427257101513, -0.0513847656377161, 0.0748135592417512, 0.007096355524785, 0.004448091808578, 0.0919419670780606, 0.0323319184176667, 0.0572331616094882, 0.0276646500573679, 0.023397873834804]",0.3660904626864365,0.236020034324515,0.26492836057167735
goal,[-0.0060204505072241],[0.0006291921833229],-1.0,,0.0
god,"[0.1158943185582757, 0.0321884079603478, 0.0808203294873237]","[0.1071748742378938, -0.0578950841915723, 0.1848897367386399]",0.7947713425953012,0.7322785730815935,0.25924609935859666
goes,"[-0.0026798703474923, 0.0411782064475119]","[0.0425157579440723, 0.0696204929757518]",0.8177975594720422,1.0,0.39214778185068067
going,"[0.0037398777203634, -0.00795535458019, -0.0100626915227621, 0.0419200878823176, -0.0989874940132722, 0.1898781188647262]","[-0.0152664371762167, 0.0039320952455947, 0.0561378670379286, 0.0285879230006921, 0.042732000567743, 0.0531111212327752]",0.3109516813040682,0.22417264237024956,0.3915757794746205
good,"[-0.1254205089062452, 0.0184109148103743, 0.006806436998886, -0.0647307489222536, -0.0134679856710135, 0.267667970911134, 0.0936508510058047, 0.0857208791421726, 0.0060578841657843, -0.1467875411035493, 0.1696333414874971, 0.1232274173526093, -0.0080516277608694, 0.0884957928210496, 0.0008413410105276, 0.0266363593982532, 0.1405115009110886, -0.0224748982582241]","[-0.0706460306979708, -0.0216777688931512, 0.0081968449753862, -0.040014293690679, -0.0402810751045394, 0.1622828978712052, 0.0224574643944897, 0.1458773851405241, -0.0215905105769398, -0.0162232698677794, 0.2434646265671622, 0.0822257667459605, -0.0701280217067907, 0.1038271539489486, 0.0327730135812377, -0.0044336501276651, 0.1579728127536958, 0.0089150032655204]",0.846663321199034,0.8247318029101515,0.20893239237137545
goodbye,[-0.0447770559694618],[0.0102047381738088],-1.0,,0.0
goods,[-0.0088672339916229],[-0.2077825684815905],1.0,,0.0
gorgeous,[0.0850837721955031],[-0.0717452309511564],-1.0,,0.0
gossip,[0.5152466912986711],[0.5726648580211728],1.0,,0.0
got,"[-0.0445793529506772, -0.1166758728795684, -0.0494164614356122, -0.0171956855338066, 0.0673093608347699, -0.0076236766763031, -0.1111109287012368]","[0.0389230610023926, 0.0142134275779778, 0.0190065483607558, 0.0294359896331855, 0.0082851682625884, 0.0390148494258648, 0.116956053633403]",-0.693331986335834,-0.4977893844466768,0.48642202262821316
governance,[-0.0237127767177298],[-0.0288779945663514],1.0,,0.0
government,"[0.0720120959449559, 0.0022247519809752]","[0.0406803048641914, 0.0058304292992983]",0.9937937179672144,1.0,0.13028850260480096
grace,[-0.0828463736688718],[-0.0427801447019752],1.0,,0.0
graceful,[0.0834680050611496],[0.0819512794185144],1.0,,0.0
grades,[-0.1001541523291962],[-0.0565678569267785],1.0,,0.0
graduate,[-0.0825629976316122],[-0.0902182016541099],1.0,,0.0
graduated,[-0.0535097825923003],[-0.0224553007553917],1.0,,0.0
grandfather,"[0.1504868066404014, 0.0576786621531937, 0.0051085082814097]","[0.1979709166966086, 0.0883824961124185, -0.0553409212205296]",0.9592042532743018,0.972256611724024,0.11169847651204902
grandmother,[0.0647360617294907],[0.0816362881686346],1.0,,0.0
greasy,[0.1179692231235094],[0.1385904028381454],1.0,,0.0
great,"[-0.0131880822227685, -0.0127440500655211, -0.1318548220733646, 0.0497012344421818, 0.0147712654434144]","[-0.0066312051405806, -0.0664790484076499, -0.1051297445548056, 0.0371310001505057, 0.1478685433326755]",0.6693405984491021,0.7046369222673018,0.18780827550443116
greece,[-0.0443710391991771],[-0.035127392000857],1.0,,0.0
greedy,"[0.7183784327935427, 0.3436745271319523]","[0.5971839554334424, 0.3221394473860284]",0.9988255042673143,1.0,0.020058542466347022
greek,[0.0093887925613671],[0.0620805940729857],1.0,,0.0
greenlit,[-0.2959867714089341],[-0.3442876672587228],1.0,,0.0
grimaced,[0.008515078574419],[-0.0306196967259918],-1.0,,0.0
groceries,[-0.0852530211850535],[-0.0345264524087415],1.0,,0.0
grocery,[-0.0495289645041339],[-0.0090048007903828],1.0,,0.0
groom,[-0.0663975235074758],[-0.0059786425069825],1.0,,0.0
groomed,[0.1080650633666664],[0.0640789055439451],1.0,,0.0
gross,[0.0367275597527623],[0.0902320397391372],1.0,,0.0
grossly,[0.0919057258870452],[0.0996255478876825],1.0,,0.0
ground,"[-0.0445921175851253, -0.1721306436811573]","[0.0419710686096927, -0.0401154468081193]",0.4875742448969912,1.0,0.0
group,"[0.0007753936806693, -0.0179705947521142, -0.0040341682033613, 0.0692561816322268, 0.00928136985749]","[-0.0193722637667211, 0.0116563390178616, 0.0071858508215037, 0.0321307318829523, 0.1179208644095664]",0.34079923422278535,0.19059540132858604,0.4296936684753732
groups,"[0.0309226573444902, 0.0047126042190939]","[-0.0250686725647122, 0.0555994547622556]",-0.26899490644602875,-1.0,0.6993285892249181
guard,"[-0.0583962362725287, 0.0218859256710857]","[-0.0789896287767194, -0.0242501099273629]",0.7921636170685491,1.0,0.0
guitarist,"[0.1609802255989052, 0.2173476992174983, 0.1543966527387965]","[0.0332549511945062, 0.109064060692382, 0.0191535469909518]",0.889121007482396,0.9986971779107793,0.199418220047322
gullible,[0.0959408711642026],[-0.0120206437939339],-1.0,,0.0
gunshot,[-0.0501804603845812],[-0.1204981414324503],1.0,,0.0
guy,[0.138244180358015],[0.048254770457842],1.0,,0.0
had,"[-0.0143777441116981, 0.0483660434838384, -0.0204002663376741, 0.0858455650159157, 0.0078741806792095, 0.051159880880732, -0.0147497358266264, -0.0093798064044676, -0.0225150405894964, 0.0162079022557009, 0.0236743858549743, 0.0401178910396993, -0.022574940638151, -0.0186396905628498, 0.0128415855360799, 0.0881840963847935, 0.0390226234449073, -0.0429361225105822, 0.0258863144554197, -0.0008078376995399, 0.0057872241013683, 0.024751097720582, 0.0184640466468408, -0.0006720372475683, 0.0052845788450213, -0.0708589365240186, 0.0197710098000243, 0.1690519456751644, -0.0603359210072085, -0.0354915329953655, 0.1037283359910361, 0.0840253205969929, 0.011816831305623, -0.0544668897055089, -0.039423429465387, -0.0967874326743185, 0.0449591086944565, -0.0484670316800475, 0.0483477364759892, 0.0847144043073058, -0.0669041177025064]","[0.0606886140868287, 0.0992999838907513, -0.0171691230405506, 0.0722717291661647, 0.0256055177124416, 0.0554749815825129, -0.0486857958854829, 0.0317388946830445, 0.0113301492832928, 0.0009924646344432, -0.0243291930582331, 0.0323460259279414, -0.0015496516265656, 0.1126703443181575, -0.0248305299752717, 0.0243259488330998, 0.0144237455148974, -0.0271241606162716, 0.0033544205826747, 0.0217376453393525, -0.0640622964351064, -0.0042517404995429, 0.0070797932782687, 0.0917970403404862, 0.0255419589911137, 0.0339099612938568, -0.0087411983481984, 0.1523556855506321, -0.0799011305835722, 0.0542483736412811, 0.0590583314957343, 0.0885101360180656, 0.0012022241577966, 0.053621176859412, -0.0140143260726752, -0.0381302878341787, 0.0311463642139012, -0.050058118702859, 0.081525944344152, 0.1229836148033697, 0.0358129517058956]",0.5763447791998929,0.5580174424198069,0.19156192041718823
hadn,[-0.0152768200496211],[0.0296793132087783],-1.0,,0.0
hair,"[-0.0076069515198469, -0.0171720023499801, 0.0131175347487442, -0.1214587735012173, 0.0345506642770487]","[0.0205811967170413, 0.0326030028901663, -0.0055718861027815, 0.0312056380961884, 0.0514691942851637]",-0.3044520084399417,-0.04625862274923625,0.41990041868214806
haircut,[-0.0257617465977091],[0.0296042049870848],-1.0,,0.0
hairdresser,[-0.033531820285134],[-0.0545066848227404],1.0,,0.0
hairy,"[0.4934526071883738, 0.1441081762313842]","[0.2315375519896298, -0.0335159527950251]",0.9098416670681171,1.0,0.2924991133562158
half,[-0.0407753914041677],[0.0627041323777186],-1.0,,0.0
hand,"[0.0057616650592535, -0.0124253451649565, 0.04396544926567]","[0.0033897457331203, 0.0788147321557518, -0.0006585911725578]",-0.272162146070303,-0.777256919361955,0.7921444271184361
handball,"[0.0289212404750287, -0.0762607637152541]","[0.0764688474496245, -0.0549173736551225]",0.8334371064848864,1.0,0.0
handed,[0.1193445657554548],[0.0484608403896161],1.0,,0.0
handing,[0.0646364404237829],[0.076229447468354],1.0,,0.0
hands,[0.0052062791073694],[-0.0052346046006211],-1.0,,0.0
handsome,[0.012362336507067],[-0.0467753428492735],-1.0,,0.0
handy,"[0.1750942463404499, 0.137797481380403, 0.5101385563611984]","[0.0822360312784965, 0.542838743185896, 0.542838743185896]",0.8518489222901512,0.41916852973291013,0.2463180870522293
handyman,"[0.0960263204760849, 0.3602947808103636, 0.1624165354296565]","[0.0308930174829885, 0.0905082393690772, 0.102742861843924]",0.9154936833993681,0.5709396811438134,0.14783979976230713
happened,[-0.0426126715610735],[-0.0465028701814824],1.0,,0.0
happens,[-0.019987836072687],[-0.0120449956706269],1.0,,0.0
happy,"[0.0538268762174993, 0.0359534320887178, -0.0183751557487994]","[0.002800819941603, -0.052935379017225, -0.0850090503666165]",-0.02824407448137492,0.9056056973417278,0.12049273260753957
hard,"[0.0775996831944212, 0.060702311748173, 0.0647598404902964, 0.1829732598271221, 0.1781316462438553, 0.0971717103384435, 0.2447087414620909, 0.2140017115161754, -0.0260908441618084, 0.2141159990569576, 0.1266442674677819]","[0.012005111968956, 0.0668540349856986, 0.0374578580768004, 0.0677840732475807, 0.031970839671838, 0.0561725880664682, 0.1232577934811202, 0.1357503631629607, -0.0380263443046436, 0.1684667625922504, 0.0715891583163536]",0.9316752417794718,0.8298751014009357,0.10769127864026642
harder,[0.0390015374869108],[0.0595286505409597],1.0,,0.0
hardhearted,[0.3614609460346401],[0.125253980260365],1.0,,0.0
hardworking,[0.2981186195684131],[0.2270267950621364],1.0,,0.0
harm,[0.4037053363863379],[0.446566157088073],1.0,,0.0
harmful,"[0.3273046147078275, 0.3470001392997801]","[0.1660438125801794, 0.1439055234726805]",0.994953647063436,-1.0,0.0355950056528353
harsh,"[0.1020931542152538, 0.5144252669997513]","[-0.0118532607331219, 0.4311535269617034]",0.9751498310124855,1.0,0.24725207182179146
has,"[-0.0337189744459465, -0.0329099722439423, -0.0207329441327601, -0.0262880075315479, 0.1263476900203386, -0.0004138182848691, 0.009334069363831, -0.0095939355232985, 0.0111659209360368, 0.0344826165674021, -0.0576119139295769, -0.1322100785910152, -0.0583708892809227, -0.0329832667484879, 0.0141432981472462, 0.0734195746481418, -0.0634735997300595, -0.1041745040565729, -0.0405618082149885, -0.0669458617339842, 0.0305187932681292, -0.0440146413457114, -0.1014839039416983, -0.0113470267970114, 0.0276036602735985, -0.0213996137026697, 0.0021988161024637, 0.0106671556422952]","[-0.018141761338173, 0.0671870338627029, 0.0408972322273078, -0.029978075232094, 0.112253237433662, -0.0079673995511459, -0.0252331569497491, 0.0120855236817537, 0.0360261379571887, -0.0163741510344275, -0.0598453556698099, -0.0455285549517685, 0.0311773858296546, 0.0385522454696771, -0.0215591427321617, 0.0327233725352301, 0.0556736994870323, -0.0762463063697246, 0.0139636073268225, 0.0160271583154001, -0.0053920620821746, 0.0022914133543807, -0.0110612219793282, -0.0242613617638061, 0.0307486777870938, 0.029173439008972, -0.0012992444973909, -0.0355577373719015]",0.385477340464987,0.4559436944883383,0.1989683120516433
hasn,[-0.0073350295511772],[-0.0206067046726217],1.0,,0.0
hat,[-0.1056727744435193],[-0.0659364004905559],1.0,,0.0
hate,[0.2445407728664577],[0.3200597530875343],1.0,,0.0
hated,"[0.0307629195740446, 0.1153199821710586]","[0.0047258641144024, 0.144051236745501]",0.9741439572056713,1.0,0.20367144456047756
hats,[-0.0808849336026469],[-0.058237800188669],1.0,,0.0
hauling,[0.055970290210098],[0.0490241001219766],1.0,,0.0
have,"[-0.0200706445029936, -0.0192528718616813, -0.0593074553180485, -0.0458251031814143, 0.0182400335324928, -0.0184707678272388, -0.0335228135227225, -0.0176145760924555, -0.0109291855042101, 0.0303806673618964, 0.0828103898093104, 0.0043681848037522, -0.0135171498404815, -0.0074587669223546, -0.0853038791101425, -0.0071574267349205, -0.0620039773639291, 0.0160635279025882, -0.0482204266008921, 0.0289961038506589, 0.0372640268178656, -0.0482366779469884, -0.016791472909972, -0.0050898204790428, -0.0100504298170562, 0.0030088037601672, 0.0065968359122052, 0.0100096568348817, -0.0797600752266589, -0.0365974006708711, -0.0448844540514983, -0.0269001651904545, -0.1137340449495241, -0.1628827231470495, -0.0932891242555342, -0.1798455232055857, -0.0984045402146875, -0.047796805971302, -0.007457824453013, 0.0030696369794895, -0.1400631375290686, -0.0897709029668476, -0.0309965745836962]","[0.005750264247546, -0.0128720109521239, 0.0719957668786007, -0.0607958079876405, 0.0311291482799693, -0.0168296594532869, -0.0168296594532869, -0.0228354761754485, 0.0170218667730011, 0.0388227966214589, 0.0133516057636874, 0.0218851681899108, 0.0045863909637171, -0.0139101395781493, -0.0938819243651122, 0.0076947477814744, -0.0463038488377556, 0.0165498982640369, -0.0148448730821966, 0.0093740620413861, 0.0358077408905529, 0.009745769376938, 0.0101795780997429, -0.0204330308359753, -0.026640893409439, 0.0020814666862207, 0.0578987296696349, -0.0801163740843328, -0.018183180714514, -0.0046176390049352, 0.0243884011216656, -0.0125978585840251, -0.0541706538423349, -0.1665722134724743, -0.1229748885375139, -0.025930338305872, -0.0945707708349407, 0.0290441451860352, 0.0630789101418079, 0.0184130302422875, -0.1121781754207474, -0.1011190141027126, -0.0224489232155001]",0.6892314724480731,0.6595697764549742,0.12785497543137544
haven,[-0.1117277323792222],[-0.0476144576456793],1.0,,0.0
having,"[-0.0288818285043817, -0.1769151394255459]","[-0.0280114671416096, -0.0248392919428888]",0.7753528398624584,-1.0,0.8325546111576977
he,"[-0.0196262706303969, 0.057701578218257, 0.0369618579134112, 0.0472969452384859, 0.1427235587034374, 0.1371406709949951, 0.1538880234584212, -0.0393260268392623, 0.0062448967946693, 0.1033534868620336, 0.0974952520336955, 0.0648667373461648, 0.049732384562958, 0.1890005166642367, 0.0919310362078249, 0.1208179390232544, 0.2621790273697115, 0.0649164780043065, 0.0550899615045636, 0.145199304446578, 0.1405420863884501, 0.1765679367817938, 0.0909876273944974, 0.0555421849712729, 0.1346394811989739, 0.0786511957412585, 0.0555297540267929, 0.0763355871313251, 0.0580075168982148, 0.0604467326775193, 0.098025148792658, 0.1155597313772887, 0.1294089829898439, 0.2955760871991515, 0.1645934995613061, 0.0430090930312871, 0.0840880325995385, 0.066826521186158, 0.1180681553669273, 0.0310070671645614, 0.0202476658159866, 0.2304516283329576, 0.1366167364176362, 0.1488274866715073, 0.0144163626246154, 0.0738780357642099, 0.0259393726009875, 0.1295274678850546, 0.1656516951043158, 0.1280028836044948, 0.2266566781327128]","[-0.007850892603037, 0.0019459152046239, 0.0019459152046239, 0.0734480530548566, 0.1288287709215483, 0.0619206084341876, 0.0751809610792398, 3.7105313709740815e-06, -0.0049171934383379, -0.0049171934383379, 0.0132388452535607, 0.0069035787194403, 0.0759250538796654, -0.0070521034825285, 0.0717606679902339, 0.0063062826884986, 0.1598988125076978, 0.048135079349043, 0.0267476741101079, 0.0564266086796906, 0.0305543888075749, 0.0933697660349499, 0.0721653241172129, 0.1070841433014332, 0.0318300098880257, 0.0049235825343624, 0.038124919076358, -0.0019061282223553, -0.0064291544102158, 0.0527922138346611, 0.0568716676936848, 0.0379652381439632, 0.0709381851914393, 0.1552403177198689, 0.0920507205794881, -0.0498466403736185, -0.0498466403736185, 0.0354999079345957, 0.1730776353278915, -0.0082953941727363, -0.0082953941727363, 0.1279626152663059, 0.080641690069779, 0.0153623657681737, 0.0086295751740531, 0.0135502519429685, 0.0135502519429685, 0.072174269189857, 0.1926686954947943, 0.1443586498192439, 0.0798267653776778]",0.807183960759941,0.627178212819432,0.18646584835348526
head,"[0.0194655124796554, 0.0540036552702076, 0.0427919296780601, 0.0670104118762537]","[0.0484078962960523, 0.1438446839563767, 0.0185779061560911, 0.0042857685486731]",0.6528165020062311,-0.016735866032995737,0.4001935235958251
headed,"[0.138333078532014, 0.0471586220664903]","[0.1071104717615759, 0.0291009400798063]",0.9979995303228287,1.0,0.03391634702322938
heads,"[0.0310703715658746, 0.0530922091566026]","[0.0370159052462751, 0.0370159052462751]",0.9674306368847753,,0.09345809378573247
health,[-0.0330930766067467],[-0.1117526810018464],1.0,,0.0
healthy,[-0.1734871636144817],[-0.2181395462702788],1.0,,0.0
heard,"[0.0572533410158939, 0.1237476452370174, 0.0226567153003998, 0.0143781883525662]","[0.0720142464675408, 0.1033134786113442, -0.0068261105360125, -0.0714205936111004]",0.7807902894405738,0.8865974061567842,0.18634080713552498
heavily,"[-0.0378535795025527, 0.061345751513727]","[0.0181902746421794, 0.0342073282541184]",0.504839730679749,1.0,0.3723996506594208
heinz,[0.0046648370334878],[0.0122528844717889],1.0,,0.0
held,"[0.0401805993751622, 0.0429968023090623]","[0.0165363883654171, 0.0029439307267578]",0.8002637450113298,-1.0,0.2799642801948888
hello,[-0.1477685344871133],[-0.1373494586238849],1.0,,0.0
helmet,[-0.0382281192723894],[-0.019386066792755],1.0,,0.0
help,"[-0.0950842501188162, -0.0559699449222534, -0.0259910786990076, -0.0885972945252433, 0.092410422861576, 0.0473104938864707]","[-0.1059157972202524, -0.0187445760836484, 0.0391473695937035, -0.120070522610216, -0.0419013288348014, 0.009519443260216]",0.5696460646029622,0.5141563550591588,0.2742473716209619
helped,[-0.0251429993368219],[-0.0009403427718873],1.0,,0.0
helpful,"[-0.0837334028765326, 0.1111991620855405, 0.1389632672071457]","[-0.0990824026550057, 0.0935399658858247, 0.0827543789405604]",0.9630400394745361,0.9865020891555293,0.03370013053565699
helping,[-0.1099956554826349],[-0.1296482405896855],1.0,,0.0
helpless,[-0.0334993374999612],[0.5085045885040473],-1.0,,0.0
